iter	RMSE
341	0.114274703
342	0.1139297521
343	0.1139081288
344	0.1136318518
345	0.1131848414
346	0.1131165874
347	0.1127432622
348	0.1124132103
349	0.1123600882
350	0.1118550945
351	0.1117958554
352	0.1111734466
353	0.1109546209
354	0.1109391927
355	0.1105124714
356	0.1102566239
357	0.1099032976
358	0.1098845855
359	0.1094181606
360	0.1090880299
361	0.1085346045
362	0.108073223
363	0.1075660933
364	0.1074016953
365	0.1071099059
366	0.1066575242
367	0.1060818873
368	0.1060682348
369	0.1058876218
370	0.1058675247
371	0.1055241349
372	0.105496769
373	0.1052570541
374	0.1049688876
375	0.1049113262
376	0.1048791239
377	0.1045440818
378	0.1040946037
379	0.1036408132
380	0.1031470175
381	0.102812907
382	0.1025159731
383	0.1020945522
384	0.1017247617
385	0.1013305396
386	0.1010481156
387	0.100632699
388	0.1002878147
389	0.1001792163
390	0.09984917765
391	0.09974769286
392	0.09965140372
393	0.09957757048
394	0.09913398473
395	0.09881156896
396	0.09855964283
397	0.09851103708
398	0.09815495283
399	0.09782850382
400	0.09748758428
401	0.09707135556
402	0.09702923124
403	0.09686743166
404	0.09663027634
405	0.0962907366
406	0.09606059433
407	0.09563052649
408	0.09551823906
409	0.09529560652
410	0.09499884176
411	0.09480622822
412	0.09474388032
413	0.09453459995
414	0.09445812274
415	0.09430231854
416	0.09428549196
417	0.09416558927
418	0.093850251
419	0.09377715408
420	0.09362662628
421	0.09345998872
422	0.09300140533
423	0.09296812378
424	0.09288216957
425	0.09247792993
426	0.09208638101
427	0.09170668694
428	0.09140148456
429	0.09101651689
430	0.0906868257
431	0.09056045858
432	0.09035169266
433	0.09010625656
434	0.089907484
435	0.08989635131
436	0.0896672348
437	0.08965762644
438	0.08949032047
439	0.08909930055
440	0.08881582188
441	0.08854146537
442	0.08829390117
443	0.08802557543
444	0.08786376218
445	0.08757644339
446	0.08740130459
447	0.0872543785
448	0.08704484519
449	0.08697953796
450	0.08674809012
451	0.08661299382
452	0.08652135261
453	0.08619377582
454	0.08611738018
455	0.08578995083
456	0.08559435608
457	0.08527078735
458	0.0851045012
459	0.08487724361
460	0.08469116823
461	0.0844482172
462	0.08429511429
463	0.08405792389
464	0.08375752492
465	0.08343229003
466	0.08324464346
467	0.08306627973
468	0.08291890939
469	0.08266937078
470	0.08228534202
471	0.08214004727
472	0.08203883287
473	0.08190591137
474	0.08178367158
475	0.08149882729
476	0.08141692007
477	0.08118817453
478	0.08103330956
479	0.08079988294
480	0.08066573208
481	0.08042156244
482	0.08029127526
483	0.0801422522
484	0.08008466294
485	0.0799420347
486	0.0798197223
487	0.07944254181
488	0.07902216233
489	0.07886827296
490	0.07855224527
491	0.07838492807
492	0.07802678049
493	0.07790680275
494	0.0778370029
495	0.07777630681
496	0.07754442574
497	0.07748164922
498	0.07741865093
499	0.0771978768
500	0.07699925624
501	0.07671697977
502	0.07658179457
503	0.07630992136
504	0.07617751012
505	0.076040217
506	0.07590746611
507	0.07551784421
508	0.07547138315
509	0.07527210935
510	0.07514779335
511	0.07502182466
512	0.0748067957
513	0.0746637871
514	0.07449200327
515	0.07411463775
516	0.07401644064
517	0.07382439071
518	0.07371904734
519	0.07344106181
520	0.07310310761
521	0.07298281337
522	0.07289799766
523	0.07278117526
524	0.07260819907
525	0.07235695607
526	0.07217583034
527	0.07205839411
528	0.07189003289
529	0.07160555082
530	0.07140924654
531	0.07130121799
532	0.07100208701
533	0.07075718545
534	0.07063402413
535	0.07052684483
536	0.07029302794
537	0.07020859517
538	0.06992878303
539	0.06972510195
540	0.06958894176
541	0.06951997589
542	0.06941730291
543	0.06922779343
544	0.06920930688
545	0.06915656721
546	0.06894667963
547	0.06884881555
548	0.06862714893
549	0.06844271343
550	0.06826508765
551	0.06813870427
552	0.06796476565
553	0.0676960707
554	0.06741307363
555	0.06719613556
556	0.06695895103
557	0.06691856564
558	0.06687253809
559	0.06685467152
560	0.06679775904
561	0.06664779254
562	0.06659317606
563	0.06644092304
564	0.0662506582
565	0.06600400247
566	0.06582809893
567	0.06563731714
568	0.06555337585
569	0.06541851161
570	0.06527441114
571	0.06521213439
572	0.06499100559
573	0.06491037539
574	0.06470080208
575	0.06451731859
576	0.06433752581
577	0.06425732124
578	0.0641219851
579	0.06380869438
580	0.06350761698
581	0.06328397738
582	0.0631056149
583	0.06293752454
584	0.06273390099
585	0.06264444199
586	0.06256810642
587	0.06240331232
588	0.06228755429
589	0.06205334495
590	0.06181316852
591	0.06171506289
592	0.06158949815
593	0.06146784187
594	0.06135967429
595	0.06118288243
596	0.06102379544
597	0.06084402536
598	0.06063556447
599	0.06049522133
600	0.06035084149
601	0.06027934125
602	0.06015577097
603	0.05994901758
604	0.05983139369
605	0.05957900892
606	0.05934656525
607	0.05923581902
608	0.05904389424
609	0.05896564768
610	0.05887553787
611	0.05876740101
612	0.05860747838
613	0.05843644749
614	0.05825684323
615	0.058072886
616	0.05778239577
617	0.05770840311
618	0.05760431422
619	0.05741654266
620	0.05728255262
621	0.05719553774
622	0.05704850906
623	0.05687956236
624	0.05676793227
625	0.05672400397
626	0.05659159294
627	0.05655636268
628	0.05643695567
629	0.0562724978
630	0.05615624252
631	0.05603566819
632	0.05601471521
633	0.05583974663
634	0.05559255497
635	0.05549328752
636	0.05530688514
637	0.0551549456
638	0.05493064355
639	0.05476261907
640	0.05470284149
641	0.05448886841
642	0.05437060017
643	0.05426701391
644	0.0541549206
645	0.05401701446
646	0.05384258302
647	0.05370882047
648	0.05356285752
649	0.0535558342
650	0.05354870533
651	0.0533496969
652	0.05320180205
653	0.05306438041
654	0.05293446656
655	0.05292844793
656	0.05276665132
657	0.05267459787
658	0.05251973833
659	0.05247434072
660	0.05231167942
661	0.05218173993
662	0.05205992474
663	0.05192802191
664	0.05182474308
665	0.05174394497
666	0.05158509819
667	0.0514535074
668	0.05132859994
669	0.05119028699
670	0.05106325001
671	0.05105538219
672	0.05104958221
673	0.05083822105
674	0.05061333773
675	0.05053362403
676	0.05052487431
677	0.05039840255
678	0.05039280162
679	0.05038606491
680	0.05022744606
681	0.05013702171
682	0.0500034314
683	0.04999807821
684	0.04996657823
685	0.04989191985
686	0.04980619742
687	0.04970147051
688	0.04950611417
689	0.04939736452
690	0.04927892543
691	0.04916729651
692	0.04901545296
693	0.04894068485
694	0.04893619928
695	0.04889828517
696	0.04878793108
697	0.04868639289
698	0.04862958273
699	0.04850296857
700	0.04833940987
701	0.048330197
702	0.04832495554
703	0.04821482169
704	0.04821054632
705	0.04808063993
706	0.04803295463
707	0.04795821481
708	0.04789480989
709	0.04781081842
710	0.04770035615
711	0.04763587755
712	0.04759305628
713	0.04748995001
714	0.04734001312
715	0.0472990597
716	0.04729425255
717	0.04719495278
718	0.04699563645
719	0.04692473722
720	0.04678383036
721	0.04675822036
722	0.04668669189
723	0.04657637703
724	0.04643564597
725	0.04628635344
726	0.04614837142
727	0.04612441316
728	0.04601327714
729	0.04600451569
730	0.0459292878
731	0.04581519216
732	0.04571497053
733	0.04555607275
734	0.04547265599
735	0.04538204213
736	0.04524255991
737	0.04514170057
738	0.04505772309
739	0.04493043995
740	0.0447944397
741	0.04470907695
742	0.04460562714
743	0.0445178796
744	0.04441823775
745	0.04434133542
746	0.04419128942
747	0.04410379427
748	0.04399057962
749	0.0438659963
750	0.04374957878
751	0.04365505939
752	0.04365097923
753	0.04355372707
754	0.04354889993
755	0.04344539589
756	0.04329103176
757	0.04320467475
758	0.04314783876
759	0.04305868567
760	0.04298218783
761	0.04290839144
762	0.04290570203
763	0.04284395362
764	0.04271750912
765	0.04271123338
766	0.04262626539
767	0.0425442033
768	0.04243167051
769	0.04237095054
770	0.04223099215
771	0.04206683356
772	0.04192845873
773	0.04188958782
774	0.04182796227
775	0.04172458288
776	0.04162681128
777	0.04154089121
778	0.04148002381
779	0.04137280114
780	0.04127003984
781	0.04121349974
782	0.04108767352
783	0.04095920978
784	0.0408842495
785	0.04074784336
786	0.0406774446
787	0.04061587325
788	0.04052331838
789	0.04041900598
790	0.04029520522
791	0.04029102582
792	0.04023887471
793	0.04023545206
794	0.0402325838
795	0.0401095307
796	0.03999313104
797	0.03991992036
798	0.03984764518
799	0.03972015526
800	0.03959418925
801	0.03947671949
802	0.03936827135
803	0.03930122197
804	0.03921771229
805	0.03915389364
806	0.03908330427
807	0.03907862095
808	0.03897440325
809	0.0389175859
810	0.03883007559
811	0.03872948488
812	0.03861920245
813	0.03852976128
814	0.03852304284
815	0.0384601687
816	0.03835149946
817	0.03829368472
818	0.03818449526
819	0.03807990411
820	0.03803470304
821	0.03792466042
822	0.03783630187
823	0.03775352087
824	0.03772794927
825	0.03760276273
826	0.03755833404
827	0.0375255923
828	0.03737558186
829	0.03728549762
830	0.03720613331
831	0.03715368798
832	0.03704384465
833	0.0369686783
834	0.03691182207
835	0.03684724217
836	0.03678761977
837	0.03668950197
838	0.03661662066
839	0.036557136
840	0.03651874275
841	0.03644101569
842	0.03635905616
843	0.03628756603
844	0.03625256974
845	0.03622467491
846	0.03612151919
847	0.03607033322
848	0.03599273961
849	0.03594629286
850	0.03589904595
851	0.03578711637
852	0.03571913797
853	0.03567723509
854	0.03563114564
855	0.03557225109
856	0.03552329306
857	0.03542262674
858	0.03535982413
859	0.03530388515
860	0.0352511639
861	0.03516060804
862	0.03509125336
863	0.03502153219
864	0.03493774478
865	0.03484011594
866	0.03473817693
867	0.03464652286
868	0.03457094914
869	0.034535092
870	0.03449284764
871	0.03446721365
872	0.03438345282
873	0.03429466473
874	0.03421725097
875	0.03414951221
876	0.03409495957
877	0.03400669435
878	0.03391576105
879	0.03382066577
880	0.03377041689
881	0.03370218708
882	0.03352610336
883	0.03339376504
884	0.03333722604
885	0.03325123062
886	0.03320151419
887	0.03314185773
888	0.0330264436
889	0.03295067923
890	0.03290679096
891	0.03277302257
892	0.03274145575
893	0.03269370618
894	0.03264240349
895	0.03255276842
896	0.0325245305
897	0.03247890985
898	0.03242034843
899	0.03236997816
900	0.03229412664
901	0.03222652386
902	0.03216873632
903	0.03211573661
904	0.03201453519
905	0.03197501816
906	0.031917425
907	0.03189376238
908	0.03182097473
909	0.03178142882
910	0.03174922798
911	0.03172659889
912	0.03162939562
913	0.03153953521
914	0.0314655221
915	0.03142126641
916	0.03136315848
917	0.03122640452
918	0.03119291952
919	0.03111075924
920	0.03101755066
921	0.03089961526
922	0.0308587253
923	0.03080709572
924	0.03077836846
925	0.03072766492
926	0.03069216449
927	0.03059589914
928	0.03052054478
929	0.03044413282
930	0.03043074179
931	0.03036264635
932	0.03033585073
933	0.03031416735
934	0.03024152762
935	0.03020380875
936	0.03017415839
937	0.03010577096
938	0.03003297867
939	0.03000232822
940	0.029969607
941	0.02992277495
942	0.02985918196
943	0.02974550044
944	0.02962639709
945	0.02955172782
946	0.02949352248
947	0.02944920576
948	0.02942814807
949	0.02935936618
950	0.02930024208
951	0.02921064346
952	0.02915042634
953	0.02903854135
954	0.02900769638
955	0.02893100001
956	0.02886585233
957	0.02881480056
958	0.02876574807
959	0.02875363244
960	0.02874197926
961	0.02868128763
962	0.02861469199
963	0.02852930412
964	0.0284501784
965	0.02842627651
966	0.02835117178
967	0.02827036115
968	0.0281971296
969	0.02816665067
970	0.02812679544
971	0.02806456182
972	0.02801283723
973	0.02794382819
974	0.02789276313
975	0.02785625046
976	0.02783745742
977	0.02780668484
978	0.02772823705
979	0.0276244304
980	0.02753830284
981	0.02750331211
982	0.02746823871
983	0.02743255742
984	0.02735458121
985	0.02731011124
986	0.02721352919
987	0.02716913923
988	0.02710566835
989	0.02706489052
990	0.02701802684
991	0.02695820449
992	0.02691153472
993	0.02688501977
994	0.0268798216
995	0.02682117059
996	0.02679609485
997	0.02676129714
998	0.02667751841
999	0.02658979638
